iter	Logloss
0	0.5959117325
1	0.5107108394
2	0.4452534067
3	0.3932385588
4	0.3483155729
5	0.3108465337
6	0.279765079
7	0.2499290457
8	0.2297670844
9	0.2108628938
10	0.1944460818
11	0.1806634163
12	0.1685107205
13	0.160073092
14	0.1527329802
15	0.1455685632
16	0.1399326143
17	0.1345899429
18	0.1303664067
19	0.1262601469
20	0.1223794195
21	0.1188845976
22	0.1147390764
23	0.1122095336
24	0.109923978
25	0.1074707324
26	0.1057495949
27	0.1036661332
28	0.1018403466
29	0.1002252385
30	0.09844337475
31	0.09711565123
32	0.09550991153
33	0.09452036231
34	0.09353453038
35	0.09121228677
36	0.09020600592
37	0.08868301202
38	0.08798641176
39	0.08684594844
40	0.08499888003
41	0.08433511193
42	0.08360465218
43	0.08294070862
44	0.08160393711
45	0.07986995952
46	0.07917148976
47	0.07761777744
48	0.0767619573
49	0.07429391464
50	0.07364692574
51	0.07321665212
52	0.07274723107
53	0.07200239897
54	0.07149570317
55	0.07080676004
56	0.07033000791
57	0.06972670743
58	0.06944466127
59	0.06890900496
60	0.06804865656
61	0.06708973785
62	0.06668937088
63	0.06623306593
64	0.06581130753
65	0.06475260715
66	0.06431202281
67	0.06362382303
68	0.06277030791
69	0.06225713236
70	0.06157886414
71	0.06088459754
72	0.0606261627
73	0.06021237282
74	0.059892198
75	0.05954608246
76	0.05919833952
77	0.05856307919
78	0.05816607538
79	0.05783401335
80	0.05755257894
81	0.0571042164
82	0.05685277344
83	0.05655353718
84	0.05611755916
85	0.05571088401
86	0.05543367546
87	0.05508511337
88	0.05429118708
89	0.05367848976
90	0.05299338883
91	0.0524020292
92	0.05215414958
93	0.0517735043
94	0.05153683257
95	0.05093767085
96	0.0506838955
97	0.05023637277
98	0.04996098612
99	0.04971590573
100	0.04942565403
101	0.04926488324
102	0.04896660415
103	0.04884696592
104	0.04875475676
105	0.0487047484
106	0.04849667493
107	0.04829590595
108	0.04725382456
109	0.04708563677
110	0.04677979784
111	0.04662719261
112	0.04635749461
113	0.04617074853
114	0.04578903081
115	0.04560757651
116	0.04536901109
117	0.04507771766
118	0.04477599974
119	0.04459956985
120	0.0443553777
121	0.04419492331
122	0.04346433763
123	0.04331095944
124	0.04312464381
125	0.04296540296
126	0.04277694003
127	0.04271955459
128	0.04258910203
129	0.04246876105
130	0.04235685247
131	0.04222984216
132	0.04210119293
133	0.04186678054
134	0.04155903583
135	0.04143592327
136	0.04065715314
137	0.04049992206
138	0.04030806335
139	0.04016257468
140	0.03998732856
141	0.03976821815
142	0.03969189593
143	0.03940142359
144	0.03904192823
145	0.03886066137
146	0.03879469999
147	0.03864923935
148	0.03841513856
149	0.03832846235
150	0.03828353314
151	0.03824517876
152	0.03808772618
153	0.03785726496
154	0.03773296903
155	0.03743110345
156	0.03723258693
157	0.03713225233
158	0.03700179886
159	0.03697771863
160	0.03689674754
161	0.03679481573
162	0.03660092643
163	0.03613236795
164	0.03604877446
165	0.03583670173
166	0.0355809584
167	0.03546878414
168	0.03517675311
169	0.03508784745
170	0.03497599633
171	0.03487023009
172	0.03471914307
173	0.03458156189
174	0.03440325346
175	0.03425827327
176	0.03407849989
177	0.03398757044
178	0.03390110899
179	0.0338081884
180	0.03369042692
181	0.03363096163
182	0.03352067292
183	0.03330153637
184	0.0331845359
185	0.03311577731
186	0.03294074518
187	0.03265074724
188	0.03257009264
189	0.03243836957
190	0.0323023093
191	0.03223535713
192	0.03215181809
193	0.03199960385
194	0.03181623841
195	0.03168295353
196	0.0315897057
197	0.031391866
198	0.03131322322
199	0.03120569201
200	0.03105343103
201	0.0309002852
202	0.03077824795
203	0.03069253736
204	0.03060805732
205	0.03050021616
206	0.03036413346
207	0.03028128275
208	0.03018661989
209	0.03004469704
210	0.02993622554
211	0.02988510238
212	0.02980876218
213	0.02973461408
214	0.02958043095
215	0.0294903567
216	0.02946076995
217	0.02933727037
218	0.02926803397
219	0.02908068505
220	0.02897720095
221	0.02878656612
222	0.02858513618
223	0.02851362041
224	0.02846378556
225	0.02835822469
226	0.02831624399
227	0.02825043616
228	0.02806470619
229	0.028060348
230	0.02798486134
231	0.02789244259
232	0.02789132922
233	0.02780936467
234	0.02765275581
235	0.0275890901
236	0.02748127714
237	0.02737608226
238	0.02716247102
239	0.02706136886
240	0.02696094202
241	0.02695686135
